Name,Country,City,Type,Main Profile,Problem,Type of help,Company,Reg.No,Web,Public Phone,Additional phones,Short Phone,E-mail,WhatsApp,Location,Working days,Working hours,Non-working days,Working hours,Languages,Short description,Description,ID элемента
Latvijas Sarkanais Krusts - Vidzemes komitejas (Dienas aprūpes centrs “Valka”),Latvia,Valka,NGO,Church,Social centre,Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/par-mums/socialie-centri/dienas-aprupes-centrs-valka/,37129194340,,,lsk.vidzeme@redcross.lv,,"Rūjienas iela 3E, Валка, Валк, Латвия",,,,,"LV, RU, EN","Day centre for adults and for people with mental disabilities ""Valka""","The aim of the Day Care Centre ""Valka"" is to provide psychosocial support, develop skills and abilities necessary for independent living, promote employment and training, foster positive communication, increase clients' awareness and knowledge of mental health and healthy lifestyle issues, promote clients' interest and initiative to engage in social activities, provide clients with the opportunity to spend their free time in meaningful ways, improve their overall quality of life.",4481270739
Latvijas Sarkanais Krusts - Vidzemes komitejas (Limbaži) Zupas virtuve,Latvia,Limbaži,NGO,Church,Free food,Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126547927,,,sandra.naseniece@redcross.lv,,"Klostera iela 4a, Limbaži, Limbažu pilsēta, Латвия",,,,,"LV, RU, EN",Soup Kitchen,Red Cross Soup kitchen,4510856000
Latvijas Sarkanais Krusts - Vidzemes komitejas (Limbaži),Latvia,Limbaži,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126547927,,,sandra.naseniece@redcross.lv,,"Jaunā iela 1, Limbaži, Limbažu pilsēta, Латвия",2-4,13:00-16:00,,,"LV, RU, EN",Limbaži Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Blood Donation Movement
- First aid
- European Aid Package Distribution Point",4510875451
Latvijas Sarkanais Krusts - Vidzemes komitejas (Limbažu novada),Latvia,Limbažu novads,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126513740,,,sandra.naseniece@redcross.lv,,"Šalkas iela 25, Ozolmuiža, Limbažu novada, Brīvzemnieku pagasts","2,3",9:00-12:00,,,"LV, RU, EN",Limbaži Red cross point,"- Humanitarian aid point
- Health room",4687031912
Latvijas Sarkanais Krusts - Vidzemes komitejas (Salacgrīva),Latvia,Salacgriva,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37128320351,+37126547927,,sandra.naseniece@redcross.lv,,"Sila iela 2, Салацгрива, Salacgrīva pilsēta, Латвия","1,3,5",9:00-12:00,,,"LV, RU, EN",Salacgriva Red cross point,"- Health room
- Humanitarian aid point
- European Aid Package Distribution Point
- Senior exercise",4510917309
Latvijas Sarkanais Krusts - Vidzemes komitejas (Aluksne),Latvia,Aluksne,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37125149938,,,lsk.aluksne@redcross.lv,,"O.Vācieša iela 8, Alūksne",1-5,9:00-14:00,,,"LV, RU, EN",Aluksne Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Blood Donor Movement
- First Aid
- Low-cost shop
- European Aid Package Distribution Point",4481528487
Latvijas Sarkanais Krusts - Vidzemes komitejas (Smiltene),Latvia,Smiltene,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37127851735,,,vivita.kikule@redcross.lv,,"Dārza Iela 4, Смилтене, Smiltenes pilsēta, Латвия",2-5,11:00-14:00,,,"LV, RU, EN",Smiltene Red cross point,"- Health room
- Rental of technical aids
- Humanitarian aid point
- Blood donation
- European Aid Package Distribution Point",4510973235
Latvijas Sarkanais Krusts - Vidzemes komitejas (Staicele),Latvia,Staicele,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37129490352,,,sandra.naseniece@redcross.lv,,"Parka iela 2, Staicele, Staiceles pilsēta, Латвия","1,3",13:00-16:00,,,"LV, RU, EN",Staicele Red cross point,"- Humanitarian Aid Point
- European Aid Package Distribution Point",4512227737
Latvijas Sarkanais Krusts - Vidzemes komitejas (Valka),Latvia,Valka,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37125668251,,,vivita.kikule@redcross.lv,,"Semināra iela 23, Валка, Valkas pilsēta, Латвия",1-5,9:00-11:00,,,"LV, RU, EN",Valka Red cross point,"- Health room
- Rental of technical aids
- Humanitarian reception point
- Specialised medical transport
- Long-term social care and rehabilitation in an institution: social care centre ""Valka""
- Group flats and day care centre Valka
- Blood donor movement
- First aid",4512260924
Latvijas Sarkanais Krusts - Vidzemes komitejas (Valka),Latvia,Valka,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37125668251,,,vivita.kikule@redcross.lv,,"Rūjienas iela 3E, Валка, Валк, Латвия",1-5,9:00-11:00,,,"LV, RU, EN",Valka Red cross point,European Aid Package Distribution Point,4512325627
Latvijas Sarkanais Krusts - Vidzemes komitejas (Valmiera),Latvia,Valmiera,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37129905151,+371 26547927,,sandra.neseniece@redcross.lv,,"Stacijas iela 26, Valmiera, Латвия","3,4,5",9:00-14:00,,,"LV, RU, EN",Valmiera Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Long-term social care and rehabilitation in an institution: social care and rehabilitation centre ""Seda""
- Blood Donation Movement
- First aid
- European Aid Package Distribution Point",4512351031
Latvijas Sarkanais Krusts - Zemgales komiteja (Bauska),Latvia,Bauska,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/ - https://www.redcross.lv/komitejas/zemgales-komiteja/,37126786869,,,lsk.zemgale@redcross.lv,,"Dārza iela 12B, Бауска, Bauskas pilsēta, Латвия",1-4,10:00-14:00,,,"LV, RU, EN",Bauska Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport
- Low-cost shop
- Long-term social care and institutional rehabilitation",4512397611
Latvijas Sarkanais Krusts - Zemgales komiteja (Dobele),Latvia,Dobele,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/zemgales-komiteja/,,,,,,"Brīvības iela 27, Добеле, Dobeles pilsēta, Латвия",,,,,"LV, RU, EN",Dobele Red cross point,"- Rental of technical aids
- Humanitarian aid point",4512689523
Latvijas Sarkanais Krusts - Zemgales komiteja (Jelgava),Latvia,Jelgava,NGO,Church,Free food,Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/zemgales-komiteja/,37129137168,,,lsk.jelgava@redcross.lv,,"Pļavu iela 2, Jelgava, Латвия","3,4",15:00-15:30,,,"LV, RU, EN",Jelgava Red cross point,Warm meal,4647248403
Latvijas Sarkanais Krusts - Zemgales komiteja (Jelgava) (copy),Latvia,Jelgava,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/zemgales-komiteja/,37129137168,,,lsk.jelgava@redcross.lv,,"Stacijas iela 13, Jelgava",,,,,"LV, RU, EN",Jelgava Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Low-cost shop",4675195096
Latvijas Sarkanais Krusts - Zemgales komiteja (Jekabpils),Latvia,Jekabpils,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/zemgales-komiteja/,37129110348,,,lsk.jekabpils@redcross.lv,,"Rīgas iela 201, Jēkabpils, Латвия",,,,,"LV, RU, EN",Jekabpils Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Blood Donor Movement
- Low-cost shop
- Hygiene Centre",4647277365
Latvijas Sarkanais Krusts - Zemgales komiteja (Ogre),Latvia,Ogre,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/zemgales-komiteja/,37129266059,,,lsk.ogre@redcross.lv,,"Mālkalnes prospekts 38, Огре, Ogres pilsēta, Латвия",1-5,9:00-15:00,,,"LV, RU, EN",Ogre Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Blood Donor Movement
- First Aid
- Long-term social care and institutional rehabilitation",4647284696
Latvijas Sarkanais Krusts - Kurzemes komiteja (Grobiņa),Latvia,Grobina,NGO,Church,"Free food, Free stuff, Social centre",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37126513347,,,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Grobina Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",4647332521
Latvijas Sarkanais Krusts - Kurzemes komiteja (Kandava),Latvia,Kandava,NGO,Church,"Free food, Free stuff, Social centre",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37126513347,,,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Kandava Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",4647348984
Latvijas Sarkanais Krusts - Kurzemes komiteja (Kuldīga),Latvia,Kuldiga,NGO,Church,"Free food, Free stuff, Social centre",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37126513347,,,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Kuldiga Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",4647413359
Latvijas Sarkanais Krusts - Kurzemes komiteja (Liepāja),Latvia,Liepaja,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37126460515,,,lsk.kurzeme@redcross.lv,,"Graudu iela 43A, Liepāja, Латвия",2-4,11:00-15:00,,,"LV, RU, EN",Liepaja Red cross point,"- Rental of technical aids
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- First aid: Laila Pūkaine: +371 26684870, laila.pukaine@redcross.lv
- Low price shop
- EAFVP support kit distribution point",4647484137
Latvijas Sarkanais Krusts - Kurzemes komiteja (Saldus),Latvia,Saldus,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37127710759,,,lsk.saldus@redcross.lv,,"Skrundas iela 12, Салдус, Saldus pilsēta, Латвия","1-5, 6",9:00-16:00;9:00-14:00,,,"LV, RU, EN",Saldus Red cross point,"- Rental of technical aids: Mārīte Pūne, +371 27710759
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv
- Blood Donor Movement
- First Aid, Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low Price Shop
- Warm meals for the low-income and needy in Remte: SAC ""Atpūtas"" (Remte, Remte municipality, Saldus region, LV-3871), +371 29588844, Thursdays 13.00 - 14.00
- Long-term social care and rehabilitation in an institution

- Social care centre ""Ruba"" (Ruba, ""Internātskola"", Ruba municipality, Saldus region, LV-3894). Head of the Centre Aira Pipara, +371 26166469, lsk.ruba@redcross.lv
- Social care centre ""Atpūtas"" (Remte, Remte municipality, Saldus region, LV-3871). Head of the Centre Raivita Tuka, +371 29588844, sac.atputas@redcross.lv",4647540705
Latvijas Sarkanais Krusts - Kurzemes komiteja (Stende),Latvia,Stende,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37125752357,,,lsk.kurzeme@redcross.lv,,"Robežu iela 28, Stende, Stendes pilsēta, LV-3257, Латвия","1,3",10:00-16:00;10:00-15:00,,,"LV, RU, EN",Stende Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Hygiene centre (laundry, drying, shower)
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv 
- Low-cost shop
- EAFVP support kit distribution point",4688724843
Latvijas Sarkanais Krusts - Kurzemes komiteja (Talsu novads),Latvia,Talsu novads,NGO,Church,"Free food, Free stuff, Social centre",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37163237736,,,lsk.kurzeme@redcross.lv,,"Stūrīši 8, Laidzes pagasts, Talsu novads, LV-3280","1,2,3,4,5",8:00-18:00;8:00-16:30;8:00-15:00,,,"LV, RU, EN",Talsu novads Red cross point,"- Rental of technical aids: Ivonna Kļava, +371 63237736, lsk.kurzeme@redcross.lv
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Home care: Ivonna Kļava, +371 27112842, lsk.kurzeme@redcross.lv
- Ceramics workshop for people with special needs
- Day care centre for people with mental disabilities in Talsi municipality: head of the centre Simona Mantniece, +371 26557876, simona.mantniece@redcross.lv
- Hot meals for vulnerable persons: kitchen manager Kristīne Dumbrāja, +371 63237739, lsk.kurzeme@redcross.lv, weekdays 12.00 - 13.00
- LSK Youth Department: +371 63237736, +371 26684870, laila.pukaine@redcross.lv, lsk.kurzeme@redcross.lv 
- Long-term social care and rehabilitation in an institution

- Social care centre ""Stūrīši"" (Stūrīši, Laidzes municipality, Talsi region, LV-3280), sac.sturisi@redcross.lv, +371 63237738. Director of the care centre: Anita Boitmane. Social worker: Lāsma Šnēfelde, lasma.snefelde@redcross.lv, +371 63237737. Senior nurse: Velta Kurenkova, +371 63237734.
- Multifunctional Social Services Centre ""Laidze"" (Skola, Laidzes municipality, Talsi region, LV-3280). Ivonna Kļava, Head of the Centre +371 20287353, sac.laidze@redcross.lv",4688775348
Latvijas Sarkanais Krusts - Kurzemes komiteja (Talsu novads) Zupas virtuve,Latvia,Talsu novads,NGO,Church,Free food,Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37163237739,,,lsk.kurzeme@redcross.lv,,"Stūrīši 8, Laidzes pagasts, Talsu novads, LV-3280",1-5,12:00-15:00,,,"LV, RU, EN",Soup Kitchen,"Hot meals for vulnerable persons: kitchen manager Kristīne Dumbrāja, +371 63237739, lsk.kurzeme@redcross.lv, weekdays 12.00 - 13.00",4688836862
Latvijas Sarkanais Krusts - Kurzemes komiteja (Talsu novads) Dienas centrs,Latvia,Talsu novads,NGO,Church,Social centre,Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37126557876,,,simona.mantniece@redcross.lv,,"Stūrīši 8, Laidzes pagasts, Talsu novads, LV-3280",,,,,"LV, RU, EN",Day centre for adults and for people with mental disabilities.,"Day care centre for people with mental disabilities in Talsi municipality: head of the centre Simona Mantniece, +371 26557876, simona.mantniece@redcross.lv",4688886685
Latvijas Sarkanais Krusts - Kurzemes komiteja (Tukums),Latvia,Tukums,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37129403332,,,lsk.tukums@redcross.lv,,"Kurzemes iela 5a, Tukums, Tukuma pilsēta, LV-3101, Латвия",1-5,8:30-14:00,,,"LV, RU, EN",Tukums Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv
- Blood donor movement
- First Aid: Laila Pūkaine: +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- EAFVP support kit distribution point
- Warm meals for the low-income and needy (Vita Lamberte, Zeltīte Kalviņa +371 29403332), weekdays 13.00 - 14.00
- Hygiene Centre: Andra Vīgante, +371 29403332, lsk.tukums@redcross.lv",4688934571
Latvijas Sarkanais Krusts - Kurzemes komiteja (Tukums) Zupas virtuve,Latvia,Tukums,NGO,Church,Free food,Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37129403332,,,lsk.tukums@redcross.lv,,"Kurzemes iela 5a, Tukums, Tukuma pilsēta, LV-3101, Латвия",1-5,13:00-14:00,,,"LV, RU, EN",Soup Kitchen,"Warm meals for the low-income and needy (Vita Lamberte, Zeltīte Kalviņa +371 29403332), weekdays 13.00 - 14.00",4688996695
Latvijas Sarkanais Krusts - Kurzemes komiteja (Ventspils),Latvia,Ventspils,NGO,Church,"Free food, Free stuff, Social centre, Abuse & Domestic Violence, Parenting, Teenagers & Youth in transitional age",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37125717910,,,ventinmaja@redcross.lv,,"Talsu iela 39, Ventspils, LV-3601",1-5,10:00-17:00,,,"LV, RU, EN",Ventspils Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv
- Multifunctional family support centre
- Day care centre ""Ventiņmāja""
- First aid: Laila Pūkaine: +371 26684870, laila.pukaine@redcross.lv
- EAFVP support kit distribution point
- Hygiene Centre
- Long-term social care and rehabilitation in an institution
- Social care centre ""Landze""
Address: Landze, Piltenes municipality, Ventspils region, LV-3620. Head of the Centre Laura Graudina, +371 29442695, sac.landze@redcross.lv, laura.graudina@redcross.lv
- Social Care Centre ""Krustceles""
Usma, Usma municipality, Ventspils region, LV-3619. Centre Manager Simona Boitmane, +371 25451143, sac.krustceles@redcross.lv",4689039365
Latvijas Sarkanais Krusts - Rigas komiteja (Health centre),Latvia,Riga,NGO,Church,"Health center, Co-dependency, Depression, Substance use / addiction & codependency, Addiction",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37125405434,,,lsk.riga@redcross.lv,,"Gaiziņa iela 7, Латгальское предместье, Rīga, Латвия","1,2,3,4",10:00-16:00;10:00-15:00,,,"LV, RU, EN",Health centre,"Health rooms are free of charge:
- get advice from a medical professional on health issues, disease prevention, substance abuse, medical services, etc;
- determine your body weight; 
- measure your blood pressure;
- determine body mass index (BMI)
- HIV screening;
- psychological support;
- information on services provided by the LSC. 

Paid services:
- Blood glucose testing (service fee EUR 1);
- Cholesterol and triglyceride blood tests (service fee EUR 2).",4689187692
Latvijas Sarkanais Krusts - Rigas komiteja (Health centre),Latvia,Riga,NGO,Church,"Health center, Co-dependency, Depression, Substance use / addiction & codependency, Addiction",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37125405434,,,lsk.riga@redcross.lv,,"Patversmes iela 30-2 korpuss, Зиемельский район Риги, Рига, Латвия",2,10:00-16:00,,,"LV, RU, EN",Health centre,"Health rooms are free of charge:
- get advice from a medical professional on health issues, disease prevention, substance abuse, medical services, etc;
- determine your body weight; 
- measure your blood pressure;
- determine body mass index (BMI)
- HIV screening;
- psychological support;
- information on services provided by the LSC. 

Paid services:
- Blood glucose testing (service fee EUR 1);
- Cholesterol and triglyceride blood tests (service fee EUR 2).",4689290488
Latvijas Sarkanais Krusts - Rigas komiteja (Health centre),Latvia,Riga,NGO,Church,"Health center, Co-dependency, Depression, Substance use / addiction & codependency, Addiction",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37125405434,,,lsk.riga@redcross.lv,,"Šarlotes iela 1B, Rīga, LV-1001","1,3,5;2,4",9:00-17:00;11:00-19:00,,,"LV, RU, EN",Health centre,"Health rooms are free of charge:
- get advice from a medical professional on health issues, disease prevention, substance abuse, medical services, etc;
- determine your body weight; 
- measure your blood pressure;
- determine body mass index (BMI)
- HIV screening;
- psychological support;
- information on services provided by the LSC. 

Paid services:
- Blood glucose testing (service fee EUR 1);
- Cholesterol and triglyceride blood tests (service fee EUR 2).",4689320081
Latvijas Sarkanais Krusts - Rigas komiteja (Low cost shop)),Latvia,Riga,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37167336651,,,lsk.riga@redcross.lv - secretariat@redcross.lv,,"Šarlotes iela 1B, Rīga, LV-1001","1-4,5",10:00-17:00;10:00-16:00,,,"LV, RU, EN",Low Cost Shop,"LSK low-cost shops are located in LSK committees all over Latvia and offer a wide range of new and second-hand clothing, household goods, cosmetics and other useful items.
For more information, please contact the committee or contact the Latvian Red Cross secretariat in Riga, Šarlotes iela 1D, by phone + 371 67336651 or by e-mail: secretariat@redcross.lv.Vairāk",4689356566
Latvijas Sarkanais Krusts - Rigas komiteja (Low cost shop),Latvia,Riga,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37167336651,,,lsk.riga@redcross.lv - secretariat@redcross.lv,,"Aglonas iela 35-3, Латгальское предместье, Рига, Латвия","1-4,5",10:00-17:00;10:00-16:00,,,"LV, RU, EN",Low Cost Shop,"LSK low-cost shops are located in LSK committees all over Latvia and offer a wide range of new and second-hand clothing, household goods, cosmetics and other useful items.
For more information, please contact the committee or contact the Latvian Red Cross secretariat in Riga, Šarlotes iela 1D, by phone + 371 67336651 or by e-mail: secretariat@redcross.lv.Vairāk",4689389568
Latvijas Sarkanais Krusts - Rigas komiteja (Health centre),Latvia,Riga,NGO,Church,"Health center, Co-dependency, Depression, Substance use / addiction & codependency, Addiction",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37125405434,,,lsk.riga@redcross.lv,,"Aglonas iela 35-3, Латгальское предместье, Рига, Латвия","1,4",10:00-16:00,,,"LV, RU, EN",Health centre,"Health rooms are free of charge:
- get advice from a medical professional on health issues, disease prevention, substance abuse, medical services, etc;
- determine your body weight; 
- measure your blood pressure;
- determine body mass index (BMI)
- HIV screening;
- psychological support;
- information on services provided by the LSC. 

Paid services:
- Blood glucose testing (service fee EUR 1);
- Cholesterol and triglyceride blood tests (service fee EUR 2).",4689273466
Latvijas Sarkanais Krusts - Rigas komiteja (Low cost shop),Latvia,Jurmala,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37167336651,,,lsk.riga@redcross.lv - secretariat@redcross.lv,,"Kapteiņa Zolta iela 121, Jūrmala",1-5,9:00-17:00,,,"LV, RU, EN",Low Cost Shop,"LSK low-cost shops are located in LSK committees all over Latvia and offer a wide range of new and second-hand clothing, household goods, cosmetics and other useful items.
For more information, please contact the committee or contact the Latvian Red Cross secretariat in Riga, Šarlotes iela 1D, by phone + 371 67336651 or by e-mail: secretariat@redcross.lv.Vairāk",4689410896
Latvijas Sarkanais Krusts - Rigas komiteja (Humanitarian Aid),Latvia,Riga,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37167336651,,,lsk.riga@redcross.lv,,"Šarlotes iela 1B, Rīga, LV-1001","1-4,5",11:00-17:00;10:00-16:00,,,"LV, RU, EN",Rigas Red cross point,HUMANITARIAN AID DISTRIBUTION POINTS,4689131615
Latvijas Sarkanais Krusts - Rigas komiteja (Humanitarian Aid),Latvia,Riga,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37127543441,,,lsk.riga@redcross.lv,,"Aglonas iela 35-3, Латгальское предместье, Рига, Латвия",1-4,10:00-15:00,,,"LV, RU, EN",Rigas Red cross point,"HUMANITARIAN AID DISTRIBUTION POINTS
Astra Pabērza 27543441",4689465257
Latvijas Sarkanais Krusts - Rigas komiteja (Humanitarian Aid),Latvia,Riga,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37122063029,,,lsk.riga@redcross.lv,,"Patversmes iela 30-2 korpuss, Зиемельский район Риги, Рига, Латвия",1-4,10:00-15:00,,,"LV, RU, EN",Rigas Red cross point,"HUMANITARIAN AID DISTRIBUTION POINTS
Astra Pabērza 27543441",4689480209
Latvijas Sarkanais Krusts - Rigas komiteja (Humanitarian Aid),Latvia,Jurmala,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37167740124,,,lsk.riga@redcross.lv,,"Kapteiņa Zolta iela 121, Jūrmala",1-5,10:00-15:00,,,"LV, RU, EN",Rigas Red cross point,"HUMANITARIAN AID DISTRIBUTION POINTS
Anita Brice 67740124",4689512922
Latvijas Sarkanais Krusts - Rigas komiteja (Low cost shop),Latvia,Riga,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37167336651,,,lsk.riga@redcross.lv - secretariat@redcross.lv,,"Patversmes iela 30-2 korpuss, Зиемельский район Риги, Рига, Латвия","1-4,5",10:00-17:00;10:00-16:00,,,"LV, RU, EN",Low Cost Shop,"LSK low-cost shops are located in LSK committees all over Latvia and offer a wide range of new and second-hand clothing, household goods, cosmetics and other useful items.
For more information, please contact the committee or contact the Latvian Red Cross secretariat in Riga, Šarlotes iela 1D, by phone + 371 67336651 or by e-mail: secretariat@redcross.lv.Vairāk",4689402868
